sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 9:29,27.10,,,,,,,,,,112,364,-81,
 9:29,27.11,,,,,,,,,,151,195,139,
 9:29,27.12,,,,,,,,,,120,255,-93,
 9:29,27.14,,,,,,,,,,183,265,301,
 9:29,27.15,,,,,,,,,,117,340,-112,
 9:29,27.16,,,,,,,,,,150,364,94,
 9:29,27.18,,,,,,,,,,121,228,-48,
 9:29,27.19,,,,,,,,,,115,325,-135,
 9:29,27.21,,,,,,,,,,171,201,234,
 9:29,27.22,,,,,,,,,,141,376,39,
 9:29,27.23,,,,,,,,,,178,313,261,
 9:29,27.25,,,,,,,,,,114,309,-139,
 9:29,27.26,,,,,,,,,,130,364,-24,
 9:29,27.27,,,,,,,,,,135,204,66,
 9:29,27.29,,,,,,,,,,165,327,220,
 9:29,27.30,,,,,,,,,,177,240,300,
 9:29,27.32,,,,,,,,,,118,364,-75,
 9:29,27.33,,,,,,,,,,171,349,163,
 9:29,27.34,,,,,,,,,,112,261,-99,
 9:29,27.36,,,,,,,,,,181,255,303,
 9:29,27.37,,,,,,,,,,159,205,178,
 9:29,27.39,,,,,,,,,,145,355,103,
 9:29,27.40,,,,,,,,,,190,283,291,
 9:29,27.41,,,,,,,,,,117,333,-135,
 9:29,27.42,,,,,,,,,,168,198,228,
 9:29,27.44,,,,,,,,,,132,222,-1,
 9:29,27.45,,,,,,,,,,178,300,270,
 9:29,27.47,,,,,,,,,,168,217,265,
 9:29,27.48,,,,,,,,,,129,375,-7,
 9:29,27.50,,,,,,,,,,135,207,52,
 9:29,27.51,,,,,,,,,,109,291,-123,
 9:29,27.52,,,,,,,,,,177,234,300,
 9:29,27.53,,,,,,,,,,138,187,118,
 9:29,27.55,,,,,,,,,,171,348,177,
 9:29,27.56,,,,,,,,,,106,264,-102,
 9:29,27.58,,,,,,,,,,115,355,-105,
 9:29,27.59,,,,,,,,,,156,195,163,
 9:29,27.60,,,,,,,,,,120,232,-72,
 9:29,27.62,,,,,,,,,,177,277,304,
 9:29,27.63,,,,,,,,,,109,328,-123,
 9:29,27.65,,,,,,,,,,141,363,57,
 9:29,27.66,,,,,,,,,,127,213,-18,
 9:29,27.67,,,,,,,,,,111,316,-142,
 9:29,27.69,,,,,,,,,,174,211,265,
 9:29,27.70,,,,,,,,,,136,369,7,
 9:29,27.71,,,,,,,,,,181,322,241,
 9:29,27.73,,,,,,,,,,111,297,-129,
 9:29,27.74,,,,,,,,,,127,363,-48,
 9:29,27.76,,,,,,,,,,142,204,88,
 9:29,27.77,,,,,,,,,,171,342,192,
 9:29,27.78,,,,,,,,,,178,246,313,
 9:29,27.80,,,,,,,,,,121,358,-90,
 9:29,27.81,,,,,,,,,,163,354,136,
 9:29,27.82,,,,,,,,,,120,244,-76,
 9:29,27.84,,,,,,,,,,180,273,301,
 9:29,27.85,,,,,,,,,,162,205,211,
 9:29,27.87,,,,,,,,,,150,366,79,
 9:29,27.88,,,,,,,,,,126,289,277,
 9:29,27.89,,,,,,,,,,103,322,-132,
